date,open,high,low,close,volume,pct_change,target,symbol,MA5,MA10,MA20,Volatility,RSI,lag_close_1,lag_pct_1
09-01-2008,0.035682787,0.035860204,0.035197599,0.035646886,0.001304422,-0.020376826,0.0,ADANIPORTS,0.037346129,0.03811247,0.036249276,0.003211305,0.635277492,1204.8,-0.018292931
10-01-2008,0.03523357,0.035555456,0.033934491,0.033860128,0.000912161,-0.049735226,0.0,ADANIPORTS,0.036398756,0.037834775,0.036364764,0.004405956,0.562123451,1180.25,-0.020376826
11-01-2008,0.033526546,0.033470022,0.032486537,0.032773462,0.001282452,-0.031830948,0.0,ADANIPORTS,0.035449848,0.037331626,0.036441418,0.005738611,0.527354164,1121.55,-0.049735226
14-01-2008,0.032160927,0.032047863,0.031503777,0.031230215,0.001737652,-0.046691532,0.0,ADANIPORTS,0.034270009,0.0366115,0.036293268,0.007135726,0.356188675,1085.85,-0.031830948
15-01-2008,0.031058849,0.031937317,0.031656274,0.031668534,0.001726379,0.013911027,1.0,ADANIPORTS,0.033316495,0.035849303,0.036198017,0.007409355,0.309321497,1035.15,-0.046691532
16-01-2008,0.031070828,0.031498121,0.030545663,0.03108563,0.001696642,-0.018245915,0.0,ADANIPORTS,0.032396146,0.034995414,0.036176372,0.00715405,0.274368231,1049.55,0.013911027
17-01-2008,0.031190619,0.03118441,0.030884546,0.030796462,0.000698459,-0.00921972,0.0,ADANIPORTS,0.031777974,0.034209793,0.036091904,0.006759799,0.194674873,1030.4,-0.018245915
18-01-2008,0.029992708,0.03173714,0.029772394,0.029995921,0.001407002,-0.025761583,0.0,ADANIPORTS,0.031217535,0.033452373,0.035978916,0.006506729,0.139495135,1020.9,-0.00921972
21-01-2008,0.029543491,0.029735362,0.024251685,0.024835022,0.001639342,-0.170470541,0.0,ADANIPORTS,0.029927143,0.032212763,0.03561143,0.00828984,0.047911077,994.6,-0.025761583
22-01-2008,0.020708894,0.023909293,0.020072644,0.022110749,0.001135325,-0.108478274,0.0,ADANIPORTS,0.027998618,0.0307665,0.034953113,0.010360313,0.023972033,825.05,-0.170470541
23-01-2008,0.022505761,0.026057469,0.023151856,0.025807542,0.001113084,0.16511454,1.0,ADANIPORTS,0.02693363,0.029770219,0.034417238,0.009779439,0.196741492,735.55,-0.108478274
24-01-2008,0.025949757,0.027643952,0.024753848,0.024503239,0.001062269,-0.05,0.0,ADANIPORTS,0.025663813,0.028822789,0.033796036,0.009616123,0.194655395,857.0,0.16511454
25-01-2008,0.024302628,0.026090334,0.025000308,0.026072359,0.000839901,0.06331757,1.0,ADANIPORTS,0.024872135,0.028144271,0.033196869,0.008946659,0.25449854,814.15,-0.05
28-01-2008,0.024751845,0.024656225,0.023866591,0.024705657,0.000970877,-0.051865542,0.0,ADANIPORTS,0.024846033,0.027483628,0.032496748,0.00868687,0.246968898,865.7,0.06331757
29-01-2008,0.024901584,0.025403157,0.025001848,0.025312911,0.000457464,0.024305556,1.0,ADANIPORTS,0.02549215,0.026840091,0.031783967,0.007761005,0.274927075,820.8,-0.051865542
30-01-2008,0.025195072,0.025522666,0.025069625,0.024999391,0.00059491,-0.012250966,0.0,ADANIPORTS,0.025329085,0.02622383,0.031038525,0.006641896,0.293780108,840.75,0.024305556
31-01-2008,0.024632054,0.025101396,0.024770792,0.025218551,0.000403894,0.008669998,1.0,ADANIPORTS,0.025473418,0.02565904,0.030353797,0.004990585,0.316772479,830.45,-0.012250966
01-02-2008,0.02465152,0.025173101,0.025000308,0.024844153,0.000424871,-0.014683937,0.0,ADANIPORTS,0.025225596,0.025137399,0.029705246,0.002748035,0.335811551,837.65,0.008669998
04-02-2008,0.025138172,0.025773635,0.025616459,0.025780147,0.000582521,0.037256921,1.0,ADANIPORTS,0.025442401,0.025233097,0.029125224,0.002850721,0.352384586,825.35,-0.014683937
05-02-2008,0.025380749,0.025313525,0.025308383,0.025116581,0.000336944,-0.025464315,0.0,ADANIPORTS,0.025402787,0.025537452,0.028546217,0.001308209,0.350965192,856.1,0.037256921
06-02-2008,0.023793516,0.024354464,0.023768007,0.024300821,0.000401732,-0.032122738,0.0,ADANIPORTS,0.025261833,0.025384889,0.027963693,0.001394238,0.341972749,834.3,-0.025464315
07-02-2008,0.024452367,0.024506838,0.024137697,0.023958384,0.000442626,-0.013931889,0.0,ADANIPORTS,0.025007562,0.02532972,0.027455324,0.001611511,0.349768992,807.5,-0.032122738
08-02-2008,0.024003151,0.024506838,0.023310515,0.023587031,0.000592489,-0.015321821,0.0,ADANIPORTS,0.024753906,0.025078069,0.026983679,0.001695301,0.459228321,796.25,-0.013931889
11-02-2008,0.023254456,0.023162361,0.021149367,0.021369564,0.00046554,-0.092914993,0.0,ADANIPORTS,0.023863959,0.024740274,0.026477419,0.003241652,0.474956289,784.05,-0.015321821
12-02-2008,0.021457589,0.021667003,0.019935551,0.020459443,0.000630704,-0.04204162,0.0,ADANIPORTS,0.022924264,0.024248837,0.025901928,0.004450149,0.277369488,711.2,-0.092914993
13-02-2008,0.024179842,0.024085569,0.020194334,0.020144402,0.000446717,-0.015191546,0.0,ADANIPORTS,0.022085601,0.023757246,0.02534019,0.005281885,0.302264568,681.3,-0.04204162
14-02-2008,0.020109938,0.021041074,0.020687254,0.021326949,0.000559243,0.057902973,1.0,ADANIPORTS,0.021554643,0.023363203,0.024854012,0.005287538,0.276903263,670.95,-0.015191546
15-02-2008,0.020708894,0.022525975,0.020725764,0.021903765,0.000733893,0.026697661,1.0,ADANIPORTS,0.021215001,0.023065474,0.024438549,0.005110128,0.357705982,709.8,0.057902973
18-02-2008,0.021757067,0.022863588,0.022381668,0.023208068,0.000712131,0.058799314,1.0,ADANIPORTS,0.021585966,0.022805039,0.024355019,0.004391998,0.400173235,728.75,0.026697661
19-02-2008,0.023074769,0.023219127,0.023158018,0.022973689,0.000285639,-0.009979264,0.0,ADANIPORTS,0.022093279,0.022588061,0.024399323,0.003777342,0.4032,771.6,0.058799314
20-02-2008,0.022206283,0.022415429,0.021919555,0.022005735,0.000410524,-0.041628485,0.0,ADANIPORTS,0.02246885,0.022355673,0.024204133,0.003334977,0.35672594,763.9,-0.009979264
21-02-2008,0.022565657,0.022475183,0.022230711,0.022173148,0.000260997,0.007512635,1.0,ADANIPORTS,0.022639592,0.022174909,0.024084503,0.002893685,0.37864749,732.1,-0.041628485
22-02-2008,0.021397693,0.021728251,0.021765518,0.02175918,0.000168518,-0.018438178,0.0,ADANIPORTS,0.022610418,0.02198983,0.023863058,0.002474218,0.308217189,737.6,0.007512635
25-02-2008,0.021459086,0.022382564,0.021374262,0.021261506,0.000317633,-0.022582873,0.0,ADANIPORTS,0.02221765,0.021978889,0.02368623,0.002487214,0.313173034,724.0,-0.018438178
26-02-2008,0.021457589,0.021937392,0.021703903,0.022118358,0.000522319,0.039779552,1.0,ADANIPORTS,0.022045065,0.022146862,0.023522217,0.002223918,0.394651778,707.65,-0.022582873
